nutrient_id,sex_code,life_code,age_band_id,ref_code,calc_kind,factor,var,per_unit,offset
molybdenum,F,general,12,EAR,ABS,20,,,
molybdenum,F,general,12,RDA,ABS,25,,,
molybdenum,F,general,12,UL,ABS,500,,,
molybdenum,F,general,13,EAR,ABS,20,,,
molybdenum,F,general,13,RDA,ABS,25,,,
molybdenum,F,general,13,UL,ABS,500,,,
molybdenum,F,general,14,EAR,ABS,20,,,
molybdenum,F,general,14,RDA,ABS,25,,,
molybdenum,F,general,14,UL,ABS,500,,,
molybdenum,F,lactating,10,EAR,ABS,22.5,,,
molybdenum,F,lactating,10,RDA,ABS,28.5,,,
molybdenum,F,lactating,11,EAR,ABS,22.5,,,
molybdenum,F,lactating,11,RDA,ABS,28.5,,,```
