nutrient_id,sex_code,life_code,age_band_id,ref_code,calc_kind,factor,var,per_unit,offset
vitamin_c,F,general,3,RDA,ABS,35,,,
vitamin_c,F,general,4,EAR,ABS,35,,,
vitamin_c,F,general,4,RDA,ABS,40,,,
vitamin_c,F,general,5,EAR,ABS,40,,,
vitamin_c,F,general,5,RDA,ABS,50,,,
vitamin_c,F,general,6,EAR,ABS,50,,,
vitamin_c,F,general,6,RDA,ABS,60,,,
vitamin_c,F,general,7,EAR,ABS,60,,,
vitamin_c,F,general,7,RDA,ABS,70,,,
vitamin_c,F,general,8,EAR,ABS,75,,,
vitamin_c,F,general,8,RDA,ABS,90,,,
vitamin_c,F,general,9,EAR,ABS,80,,,
vitamin_c,F,general,9,RDA,ABS,100,,,
vitamin_c,F,general,10,EAR,ABS,80,,,
vitamin_c,F,general,10,RDA,ABS,100,,,
vitamin_c,F,general,11,EAR,ABS,80,,,
vitamin_c,F,general,11,RDA,ABS,100,,,
vitamin_c,F,general,12,EAR,ABS,80,,,
vitamin_c,F,general,12,RDA,ABS,100,,,
vitamin_c,F,general,13,EAR,ABS,80,,,
vitamin_c,F,general,13,RDA,ABS,100,,,
vitamin_c,F,general,14,EAR,ABS,80,,,
vitamin_c,F,general,14,RDA,ABS,100,,,
vitamin_c,F,pregnant,10,EAR,ABS,90,,,
vitamin_c,F,pregnant,10,RDA,ABS,110,,,
vitamin_c,F,pregnant,11,EAR,ABS,90,,,
vitamin_c,F,pregnant,11,RDA,ABS,110,,,
vitamin_c,F,lactating,10,EAR,ABS,120,,,
vitamin_c,F,lactating,10,RDA,ABS,145,,,
vitamin_c,F,lactating,11,EAR,ABS,120,,,
vitamin_c,F,lactating,11,RDA,ABS,145,,,
