food_name,energy,protein,saturated_fatty_acids,n6_fatty_acids,n3_fatty_acids,carbohydrate,fiber,vitamin_a,vitamin_d,vitamin_e,vitamin_k,vitamin_b1,vitamin_b2,niacin,vitamin_b6,vitamin_b12,folate,pantothenic_acid,biotin,vitamin_c,salt_equivalent,potassium,calcium,magnesium,phosphorus,iron,zinc,copper,manganese,iodine,selenium,chromium,molybdenum,quantity,unit,price
しゅんぎく　葉　生,20.0,1.9,0.02,0.03,0.07,0.4,3.2,380.0,0.0,1.7,250.0,0.1,0.16,0.8,0.13,0.0,190.0,0.23,3.5,19.0,0.2,460.0,120.0,26.0,44.0,1.7,0.2,0.1,0.4,5.0,2.0,2.0,12.0,100,g,
しゅんぎく　葉　ゆで,25.0,2.2,0.04,0.05,0.12,0.4,3.7,440.0,0.0,2.0,460.0,0.05,0.08,0.4,0.06,0.0,100.0,0.13,0.0,5.0,0.1,270.0,120.0,24.0,44.0,1.2,0.2,0.12,0.49,0.0,0.0,0.0,0.0,100,g,
（しょうが類）　葉しょうが　根茎　生,9.0,0.4,0.05,0.03,0.01,0.0,1.6,0.0,0.0,0.1,0.0,0.02,0.03,0.3,0.08,0.0,14.0,0.07,0.0,3.0,0.0,310.0,15.0,21.0,21.0,0.4,0.4,0.05,4.73,0.0,0.0,0.0,0.0,100,g,
（しょうが類）　しょうが　根茎　皮なし　生,28.0,0.7,0.08,0.05,0.01,4.2,2.1,0.0,0.0,0.1,0.0,0.03,0.02,0.6,0.13,0.0,8.0,0.21,0.7,2.0,0.0,270.0,12.0,27.0,25.0,0.5,0.1,0.06,5.01,0.0,1.0,1.0,6.0,100,g,
（しょうが類）　しょうが　漬物　酢漬,15.0,0.3,0.06,0.03,0.01,0.0,2.2,0.0,0.0,0.1,0.0,0.0,0.01,0.1,0.0,0.0,1.0,0.0,0.2,0.0,5.6,25.0,22.0,6.0,5.0,0.2,0.0,0.02,0.41,0.0,0.0,2.0,0.0,100,g,
（しょうが類）　しょうが　漬物　甘酢漬,44.0,0.2,0.1,0.06,0.02,0.0,1.8,0.0,0.0,0.1,0.0,0.63,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,2.0,13.0,39.0,4.0,3.0,0.3,0.0,0.01,0.37,1.0,3.0,2.0,0.0,100,g,
しろうり　果実　生,15.0,0.6,0.01,0.0,0.01,0.0,1.2,6.0,0.0,0.2,29.0,0.03,0.03,0.2,0.04,0.0,39.0,0.3,1.3,8.0,0.0,220.0,35.0,12.0,20.0,0.2,0.2,0.03,0.05,5.0,0.0,0.0,2.0,100,g,
しろうり　漬物　塩漬,15.0,0.7,0.01,0.0,0.01,0.0,2.2,6.0,0.0,0.2,44.0,0.03,0.03,0.0,0.07,0.0,43.0,0.3,0.0,10.0,2.0,220.0,26.0,13.0,24.0,0.2,0.2,0.04,0.05,0.0,0.0,0.0,0.0,100,g,
ずいき　干しずいき　乾,232.0,2.6,0.08,0.12,0.05,0.0,25.8,1.0,0.0,0.4,19.0,0.15,0.3,2.5,0.07,0.0,30.0,2.0,0.0,0.0,0.0,10000.0,1200.0,120.0,210.0,9.0,5.4,0.55,25.0,0.0,0.0,0.0,0.0,100,g,
すぐきな　葉　生,23.0,1.7,0.05,0.02,0.06,0.0,4.0,170.0,0.0,3.8,280.0,0.08,0.13,1.1,0.05,0.0,200.0,0.35,0.0,73.0,0.1,680.0,150.0,18.0,58.0,2.6,0.3,0.06,0.3,0.0,0.0,0.0,0.0,100,g,
すぐきな　根　生,19.0,0.5,0.01,0.01,0.04,0.0,1.7,0.0,0.0,0.0,0.0,0.03,0.03,0.7,0.01,0.0,50.0,0.26,0.0,13.0,0.1,310.0,26.0,8.0,35.0,0.1,0.1,0.03,0.05,0.0,0.0,0.0,0.0,100,g,
すぐきな　すぐき漬,30.0,2.1,0.08,0.08,0.28,0.0,5.2,250.0,0.0,2.2,270.0,0.12,0.11,1.3,0.13,0.0,110.0,0.24,0.0,35.0,2.2,390.0,130.0,25.0,76.0,0.9,0.4,0.08,0.09,0.0,0.0,0.0,0.0,100,g,
ズッキーニ　果実　生,16.0,0.9,0.03,0.01,0.02,2.3,1.3,27.0,0.0,0.4,35.0,0.05,0.05,0.4,0.09,0.0,36.0,0.22,2.7,20.0,0.0,320.0,24.0,25.0,37.0,0.5,0.4,0.07,0.15,0.0,0.0,1.0,6.0,100,g,
せり　茎葉　生,17.0,1.9,0.02,0.03,0.0,0.0,2.5,160.0,0.0,0.7,160.0,0.04,0.13,1.2,0.11,0.0,110.0,0.42,0.0,20.0,0.0,410.0,34.0,24.0,51.0,1.6,0.3,0.15,1.24,0.0,0.0,0.0,0.0,100,g,
せり　茎葉　ゆで,17.0,1.9,0.02,0.03,0.0,0.0,2.8,150.0,0.0,0.6,160.0,0.02,0.06,0.6,0.07,0.0,61.0,0.32,0.0,10.0,0.0,190.0,38.0,19.0,40.0,1.3,0.2,0.1,1.3,0.0,0.0,0.0,0.0,100,g,
セロリ　葉柄　生,12.0,0.4,0.02,0.03,0.0,1.4,1.5,4.0,0.0,0.2,10.0,0.03,0.03,0.0,0.08,0.0,29.0,0.26,1.2,7.0,0.1,410.0,39.0,9.0,39.0,0.2,0.2,0.03,0.11,1.0,0.0,0.0,2.0,100,g,
そらまめ　未熟豆　生,102.0,8.3,0.03,0.05,0.0,13.2,2.6,20.0,0.0,0.0,18.0,0.3,0.2,1.5,0.17,0.0,120.0,0.46,6.9,23.0,0.0,440.0,22.0,36.0,220.0,2.3,1.4,0.39,0.21,0.0,0.0,0.0,150.0,100,g,
そらまめ　未熟豆　ゆで,103.0,7.8,0.03,0.05,0.0,13.7,4.0,18.0,0.0,0.0,19.0,0.22,0.18,1.2,0.13,0.0,120.0,0.39,0.0,18.0,0.0,390.0,22.0,38.0,230.0,2.1,1.9,0.33,0.38,0.0,0.0,0.0,0.0,100,g,
タアサイ　葉　生,12.0,1.1,0.02,0.01,0.06,0.0,1.9,180.0,0.0,1.5,220.0,0.05,0.09,0.9,0.12,0.0,65.0,0.19,0.0,31.0,0.1,430.0,120.0,23.0,46.0,0.7,0.5,0.05,0.38,0.0,0.0,0.0,0.0,100,g,
タアサイ　葉　ゆで,11.0,0.9,0.02,0.01,0.06,0.0,2.1,200.0,0.0,1.7,230.0,0.02,0.03,0.4,0.05,0.0,42.0,0.09,0.0,14.0,0.1,320.0,110.0,18.0,43.0,0.6,0.4,0.04,0.32,0.0,0.0,0.0,0.0,100,g,
（だいこん類）　かいわれだいこん　芽ばえ　生,21.0,1.8,0.05,0.02,0.11,0.0,1.9,160.0,0.0,2.1,200.0,0.08,0.13,1.3,0.23,0.0,96.0,0.29,5.6,47.0,0.0,99.0,54.0,33.0,61.0,0.5,0.3,0.03,0.35,12.0,0.0,0.0,6.0,100,g,
（だいこん類）　葉だいこん　葉　生,17.0,1.7,0.02,0.01,0.04,1.1,2.6,190.0,0.0,1.5,220.0,0.07,0.15,0.5,0.22,0.0,130.0,0.39,0.0,49.0,0.1,340.0,170.0,25.0,43.0,1.4,0.4,0.05,0.23,0.0,0.0,0.0,0.0,100,g,
（だいこん類）　だいこん　葉　生,23.0,1.9,0.01,0.0,0.02,1.4,4.0,330.0,0.0,3.8,270.0,0.09,0.16,0.5,0.18,0.0,140.0,0.26,0.0,53.0,0.1,400.0,260.0,22.0,52.0,3.1,0.3,0.04,0.27,0.0,0.0,0.0,0.0,100,g,
（だいこん類）　だいこん　葉　ゆで,24.0,1.9,0.01,0.0,0.02,1.3,3.6,370.0,0.0,4.9,340.0,0.01,0.06,0.1,0.1,0.0,54.0,0.11,0.0,21.0,0.1,180.0,220.0,22.0,62.0,2.2,0.2,0.03,0.25,0.0,0.0,0.0,0.0,100,g,
（だいこん類）　だいこん　根　皮つき　生,15.0,0.4,0.01,0.01,0.02,2.7,1.4,0.0,0.0,0.0,0.0,0.02,0.01,0.3,0.04,0.0,34.0,0.12,0.3,12.0,0.0,230.0,24.0,10.0,18.0,0.2,0.2,0.02,0.04,3.0,1.0,0.0,3.0,100,g,
（だいこん類）　だいこん　根　皮なし　生,15.0,0.3,0.01,0.01,0.02,2.9,1.3,0.0,0.0,0.0,0.0,0.02,0.01,0.2,0.05,0.0,33.0,0.11,0.3,11.0,0.0,230.0,23.0,10.0,17.0,0.2,0.1,0.02,0.04,3.0,1.0,0.0,2.0,100,g,
（だいこん類）　だいこん　根　皮なし　ゆで,15.0,0.4,0.01,0.01,0.02,2.5,1.7,0.0,0.0,0.0,0.0,0.02,0.01,0.2,0.04,0.0,33.0,0.08,0.3,9.0,0.0,210.0,25.0,10.0,14.0,0.2,0.1,0.01,0.05,3.0,1.0,0.0,2.0,100,g,
（だいこん類）　切干しだいこん　乾,280.0,7.3,0.1,0.04,0.14,0.0,21.3,0.0,0.0,0.0,0.0,0.35,0.2,4.6,0.29,0.0,210.0,1.24,5.9,28.0,0.5,3500.0,500.0,160.0,220.0,3.1,2.1,0.13,0.74,20.0,2.0,3.0,29.0,100,g,
（だいこん類）　切干しだいこん　ゆで,13.0,0.7,0.01,0.01,0.02,0.0,3.7,0.0,0.0,0.0,0.0,0.01,0.0,0.1,0.01,0.0,7.0,0.04,0.0,0.0,0.0,62.0,60.0,14.0,10.0,0.4,0.2,0.02,0.08,0.0,0.0,0.0,0.0,100,g,
（だいこん類）　切干しだいこん　油いため,78.0,1.1,0.44,1.09,0.48,0.0,5.6,0.0,0.0,0.9,7.0,0.02,0.02,0.2,0.02,0.0,12.0,0.07,0.0,0.0,0.0,110.0,91.0,22.0,18.0,0.7,0.3,0.03,0.14,0.0,0.0,0.0,0.0,100,g,
（たいさい類）　つまみな　葉　生,19.0,1.7,0.03,0.01,0.06,0.0,2.3,160.0,0.0,1.4,270.0,0.06,0.14,1.0,0.1,0.0,65.0,0.33,0.0,47.0,0.1,450.0,210.0,30.0,55.0,3.3,0.4,0.07,0.22,0.0,0.0,0.0,0.0,100,g,
（たいさい類）　たいさい　葉　生,15.0,0.8,0.01,0.0,0.02,0.0,1.6,130.0,0.0,0.9,110.0,0.07,0.07,0.5,0.08,0.0,120.0,0.14,0.0,45.0,0.1,340.0,79.0,22.0,49.0,1.1,0.7,0.03,0.76,0.0,0.0,0.0,0.0,100,g,
（たいさい類）　たいさい　塩漬,19.0,1.4,0.01,0.0,0.02,0.0,2.5,180.0,0.0,1.1,140.0,0.03,0.07,0.5,0.1,0.0,120.0,0.19,0.0,41.0,1.8,330.0,78.0,22.0,45.0,1.3,1.0,0.05,0.73,0.0,0.0,0.0,0.0,100,g,
たけのこ　若茎　生,27.0,2.5,0.05,0.08,0.01,1.4,2.8,1.0,0.0,0.7,2.0,0.05,0.11,0.7,0.13,0.0,63.0,0.63,0.8,10.0,0.0,520.0,16.0,13.0,62.0,0.4,1.3,0.13,0.68,4.0,1.0,0.0,2.0,100,g,
たけのこ　若茎　ゆで,31.0,2.4,0.05,0.08,0.01,1.6,3.3,1.0,0.0,1.0,2.0,0.04,0.09,0.6,0.06,0.0,63.0,0.63,0.0,8.0,0.0,470.0,17.0,11.0,60.0,0.4,1.2,0.13,0.55,0.0,0.0,0.0,0.0,100,g,
たけのこ　水煮缶詰,22.0,1.9,0.05,0.08,0.01,2.3,2.3,0.0,0.0,1.0,1.0,0.01,0.04,0.1,0.02,0.0,36.0,0.1,0.8,0.0,0.0,77.0,19.0,4.0,38.0,0.3,0.4,0.04,0.68,0.0,0.0,1.0,0.0,100,g,
たけのこ　めんま　塩蔵　塩抜き,15.0,0.7,0.12,0.19,0.03,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9,6.0,18.0,3.0,11.0,0.2,0.0,0.02,0.03,0.0,0.0,0.0,0.0,100,g,
（たまねぎ類）　たまねぎ　りん茎　生,33.0,0.7,0.01,0.02,0.0,7.0,1.5,0.0,0.0,0.0,0.0,0.04,0.01,0.1,0.14,0.0,15.0,0.17,0.6,7.0,0.0,150.0,17.0,9.0,31.0,0.3,0.2,0.05,0.15,1.0,1.0,0.0,1.0,100,g,
（たまねぎ類）　たまねぎ　りん茎　水さらし,24.0,0.4,0.01,0.02,0.0,4.0,1.5,0.0,0.0,0.0,0.0,0.03,0.01,0.1,0.09,0.0,11.0,0.14,0.0,5.0,0.0,88.0,18.0,7.0,20.0,0.2,0.1,0.04,0.1,0.0,0.0,0.0,0.0,100,g,
（たまねぎ類）　たまねぎ　りん茎　ゆで,30.0,0.5,0.01,0.02,0.0,4.8,1.7,0.0,0.0,0.0,0.0,0.03,0.01,0.1,0.11,0.0,11.0,0.15,0.5,5.0,0.0,110.0,18.0,7.0,25.0,0.2,0.1,0.05,0.12,0.0,0.0,1.0,1.0,100,g,
（たまねぎ類）　たまねぎ　りん茎　油いため,100.0,0.9,0.42,1.11,0.44,8.0,2.7,0.0,0.0,0.9,7.0,0.04,0.02,0.1,0.22,0.0,21.0,0.29,0.0,9.0,0.0,210.0,24.0,11.0,47.0,0.2,0.3,0.08,0.18,0.0,0.0,0.0,0.0,100,g,
（たまねぎ類）　赤たまねぎ　りん茎　生,34.0,0.6,0.01,0.02,0.0,7.3,1.7,0.0,0.0,0.1,0.0,0.03,0.02,0.1,0.13,0.0,23.0,0.15,0.0,7.0,0.0,150.0,19.0,9.0,34.0,0.3,0.2,0.04,0.14,0.0,0.0,0.0,0.0,100,g,
チンゲンサイ　葉　生,9.0,0.7,0.01,0.02,0.03,0.4,1.2,170.0,0.0,0.7,84.0,0.03,0.07,0.3,0.08,0.0,66.0,0.17,1.3,24.0,0.1,260.0,100.0,16.0,27.0,1.1,0.3,0.07,0.12,0.0,1.0,1.0,7.0,100,g,
チンゲンサイ　葉　ゆで,11.0,1.0,0.01,0.02,0.03,0.5,1.5,220.0,0.0,0.9,120.0,0.03,0.05,0.3,0.04,0.0,53.0,0.12,0.0,15.0,0.1,250.0,120.0,17.0,27.0,0.7,0.2,0.06,0.17,0.0,0.0,0.0,0.0,100,g,
チンゲンサイ　葉　油いため,36.0,0.8,0.24,0.6,0.27,0.5,1.4,250.0,0.0,1.4,110.0,0.03,0.06,0.3,0.05,0.0,62.0,0.12,0.0,21.0,0.1,230.0,92.0,16.0,27.0,0.9,0.3,0.07,0.12,0.0,0.0,0.0,0.0,100,g,
とうがらし　葉･果実　生,32.0,2.5,0.01,0.02,0.01,0.0,5.7,430.0,0.0,7.7,230.0,0.08,0.28,1.3,0.25,0.0,87.0,0.41,0.0,92.0,0.0,650.0,490.0,79.0,65.0,2.2,0.4,0.12,0.43,0.0,0.0,0.0,0.0,100,g,
とうがらし　葉･果実　油いため,81.0,2.9,0.35,0.91,0.37,0.0,6.3,480.0,0.0,8.5,250.0,0.12,0.28,1.4,0.28,0.0,96.0,0.45,0.0,56.0,0.0,690.0,550.0,87.0,76.0,2.8,0.4,0.13,0.47,0.0,0.0,0.0,0.0,100,g,
とうがらし　果実　生,72.0,2.9,0.39,0.58,0.19,7.7,10.3,640.0,0.0,8.9,27.0,0.14,0.36,3.7,1.0,0.0,41.0,0.95,0.0,120.0,0.0,760.0,20.0,42.0,71.0,2.0,0.5,0.23,0.27,0.0,0.0,0.0,0.0,100,g,
とうがらし　果実　乾,270.0,10.8,1.37,2.04,0.68,0.0,46.4,1500.0,0.0,30.0,58.0,0.5,1.4,14.0,3.81,0.0,30.0,3.61,0.0,1.0,0.0,2800.0,74.0,190.0,260.0,6.8,1.5,0.85,1.08,0.0,0.0,0.0,0.0,100,g,
とうがん　果実　生,15.0,0.3,0.01,0.04,0.0,0.0,1.3,0.0,0.0,0.1,1.0,0.01,0.01,0.4,0.03,0.0,26.0,0.21,0.2,39.0,0.0,200.0,19.0,7.0,18.0,0.2,0.1,0.02,0.02,7.0,0.0,0.0,4.0,100,g,
とうがん　果実　ゆで,15.0,0.4,0.01,0.04,0.0,0.0,1.5,0.0,0.0,0.1,0.0,0.01,0.01,0.4,0.03,0.0,25.0,0.2,0.0,27.0,0.0,200.0,22.0,7.0,19.0,0.3,0.1,0.01,0.02,0.0,0.0,0.0,0.0,100,g,
（とうもろこし類）　スイートコーン　未熟種子　生,89.0,2.7,0.26,0.53,0.02,12.5,3.0,4.0,0.0,0.3,1.0,0.15,0.1,2.3,0.14,0.0,95.0,0.58,5.4,8.0,0.0,290.0,3.0,37.0,100.0,0.8,1.0,0.1,0.32,0.0,0.0,1.0,6.0,100,g,
（とうもろこし類）　スイートコーン　未熟種子　ゆで,95.0,2.6,0.26,0.53,0.02,13.5,3.1,4.0,0.0,0.3,0.0,0.12,0.1,2.2,0.12,0.0,86.0,0.51,0.0,6.0,0.0,290.0,5.0,38.0,100.0,0.8,1.0,0.1,0.31,0.0,0.0,0.0,0.0,100,g,
（とうもろこし類）　スイートコーン　未熟種子　電子レンジ調理,104.0,3.1,0.33,0.67,0.02,14.5,3.4,5.0,0.0,0.3,0.0,0.16,0.11,2.4,0.14,0.0,97.0,0.67,0.0,6.0,0.0,330.0,3.0,42.0,120.0,0.9,1.1,0.1,0.32,0.0,0.0,0.0,0.0,100,g,
（とうもろこし類）　スイートコーン　未熟種子　穂軸つき　冷凍,96.0,3.1,0.29,0.55,0.02,13.4,2.8,7.0,0.0,0.1,0.0,0.12,0.09,2.2,0.1,0.0,77.0,0.49,0.0,6.0,0.0,230.0,4.0,33.0,90.0,0.6,1.0,0.08,0.22,0.0,0.0,0.0,0.0,100,g,
（とうもろこし類）　スイートコーン　未熟種子　カーネル　冷凍,91.0,2.4,0.23,0.46,0.02,16.8,4.8,6.0,0.0,0.1,0.0,0.1,0.07,1.8,0.09,0.0,57.0,0.41,3.1,4.0,0.0,230.0,3.0,23.0,79.0,0.3,0.5,0.04,0.1,0.0,1.0,0.0,5.0,100,g,
（とうもろこし類）　スイートコーン　未熟種子　カーネル　冷凍　ゆで,92.0,2.4,0.25,0.52,0.02,15.9,6.2,6.0,0.0,0.1,0.0,0.08,0.06,1.6,0.08,0.0,48.0,0.33,2.9,2.0,0.0,200.0,3.0,22.0,72.0,0.2,0.4,0.03,0.1,0.0,1.0,0.0,4.0,100,g,
（とうもろこし類）　スイートコーン　未熟種子　カーネル　冷凍　油いため,125.0,2.4,0.52,1.29,0.33,16.4,4.7,6.0,0.0,0.8,6.0,0.1,0.07,1.9,0.09,0.0,56.0,0.37,3.3,3.0,0.0,230.0,3.0,23.0,78.0,0.3,0.5,0.04,0.1,0.0,1.0,0.0,5.0,100,g,
（とうもろこし類）　スイートコーン　缶詰　クリームスタイル,82.0,1.5,0.08,0.23,0.01,0.0,1.8,4.0,0.0,0.1,0.0,0.02,0.05,0.8,0.03,0.0,19.0,0.34,0.0,3.0,0.7,150.0,2.0,18.0,46.0,0.4,0.4,0.04,0.07,0.0,0.0,0.0,0.0,100,g,
（とうもろこし類）　スイートコーン　缶詰　ホールカーネルスタイル,78.0,2.2,0.1,0.2,0.01,13.9,3.3,5.0,0.0,0.1,0.0,0.03,0.05,0.8,0.05,0.0,18.0,0.19,0.0,2.0,0.5,130.0,2.0,13.0,40.0,0.4,0.6,0.04,0.06,0.0,0.0,0.0,0.0,100,g,
（とうもろこし類）　ヤングコーン　幼雌穂　生,29.0,1.7,0.03,0.06,0.0,4.2,2.7,3.0,0.0,0.4,1.0,0.09,0.11,0.9,0.16,0.0,110.0,0.4,0.0,9.0,0.0,230.0,19.0,25.0,63.0,0.4,0.8,0.09,0.6,0.0,0.0,0.0,0.0,100,g,
（トマト類）　赤色トマト　果実　生,20.0,0.5,0.02,0.02,0.0,3.1,1.0,45.0,0.0,0.9,4.0,0.05,0.02,0.7,0.08,0.0,22.0,0.17,2.3,15.0,0.0,210.0,7.0,9.0,26.0,0.2,0.1,0.04,0.08,0.0,1.0,0.0,2.0,100,g,
（トマト類）　赤色ミニトマト　果実　生,30.0,0.8,0.02,0.02,0.0,4.6,1.4,80.0,0.0,0.9,7.0,0.07,0.05,0.8,0.11,0.0,35.0,0.17,3.6,32.0,0.0,290.0,12.0,13.0,29.0,0.4,0.2,0.06,0.1,4.0,0.0,0.0,4.0,100,g,
（トマト類）　ドライトマト,291.0,9.3,0.3,0.53,0.06,29.2,21.7,220.0,0.0,18.0,31.0,0.68,0.3,13.0,0.95,0.0,120.0,1.08,43.0,15.0,0.3,3200.0,110.0,180.0,300.0,4.2,1.9,0.82,1.22,4.0,16.0,11.0,29.0,100,g,
（トマト類）　加工品　ホール　食塩無添加,21.0,0.9,0.03,0.05,0.01,3.6,1.3,47.0,0.0,1.2,5.0,0.06,0.03,0.6,0.1,0.0,21.0,0.22,0.0,10.0,0.0,240.0,9.0,13.0,26.0,0.4,0.1,0.08,0.09,0.0,0.0,0.0,0.0,100,g,
（トマト類）　加工品　トマトジュース　食塩添加,15.0,0.7,0.02,0.02,0.0,2.9,0.7,26.0,0.0,0.7,2.0,0.04,0.04,0.7,0.09,0.0,17.0,0.18,4.2,6.0,0.3,260.0,6.0,9.0,18.0,0.3,0.1,0.06,0.05,4.0,0.0,1.0,4.0,100,g,
トレビス　葉　生,17.0,0.9,0.02,0.03,0.02,0.0,2.0,1.0,0.0,0.1,13.0,0.04,0.04,0.2,0.03,0.0,41.0,0.24,0.0,6.0,0.0,290.0,21.0,11.0,34.0,0.3,0.2,0.06,0.15,0.0,0.0,0.0,0.0,100,g,
とんぶり　ゆで,89.0,0.0,0.36,1.5,0.15,0.0,7.1,67.0,0.0,4.6,120.0,0.11,0.17,0.3,0.16,0.0,100.0,0.48,0.0,1.0,0.0,190.0,15.0,74.0,170.0,2.8,1.4,0.25,0.78,0.0,0.0,0.0,0.0,100,g,
ながさきはくさい　葉　生,12.0,1.0,0.01,0.0,0.02,0.0,2.2,160.0,0.0,1.3,130.0,0.05,0.13,0.7,0.14,0.0,150.0,0.28,0.0,88.0,0.1,300.0,140.0,27.0,37.0,2.3,0.3,0.05,0.21,0.0,0.0,0.0,0.0,100,g,
ながさきはくさい　葉　ゆで,18.0,1.7,0.01,0.0,0.02,0.0,2.4,220.0,0.0,1.3,150.0,0.02,0.07,0.3,0.06,0.0,69.0,0.11,0.0,23.0,0.0,120.0,120.0,24.0,48.0,1.6,0.2,0.04,0.2,0.0,0.0,0.0,0.0,100,g,
（なす類）　なす　果実　生,18.0,0.7,0.03,0.0,0.0,2.6,2.2,8.0,0.0,0.3,10.0,0.05,0.05,0.5,0.05,0.0,32.0,0.33,2.3,4.0,0.0,220.0,18.0,17.0,30.0,0.3,0.2,0.06,0.16,0.0,0.0,0.0,10.0,100,g,
（なす類）　なす　果実　ゆで,17.0,0.7,0.03,0.0,0.0,2.3,2.1,8.0,0.0,0.3,10.0,0.04,0.04,0.4,0.03,0.0,22.0,0.29,0.0,1.0,0.0,180.0,20.0,16.0,27.0,0.3,0.2,0.05,0.15,0.0,0.0,0.0,0.0,100,g,
（なす類）　なす　果実　油いため,73.0,1.0,0.43,1.05,0.42,3.3,2.6,16.0,0.0,1.4,11.0,0.06,0.07,0.7,0.06,0.0,36.0,0.4,0.0,2.0,0.0,290.0,22.0,21.0,40.0,0.4,0.2,0.07,0.2,0.0,0.0,0.0,0.0,100,g,
（なす類）　なす　果実　天ぷら,165.0,1.1,0.97,2.36,1.03,10.4,1.9,9.0,0.0,2.6,22.0,0.05,0.07,0.6,0.04,0.0,28.0,0.16,2.3,2.0,0.1,200.0,31.0,14.0,41.0,0.2,0.2,0.07,0.16,0.0,0.0,0.0,7.0,100,g,
（なす類）　べいなす　果実　生,20.0,0.9,0.03,0.0,0.0,2.7,2.4,4.0,0.0,0.3,9.0,0.04,0.04,0.6,0.06,0.0,19.0,0.3,0.0,6.0,0.0,220.0,10.0,14.0,26.0,0.4,0.2,0.08,0.13,0.0,0.0,0.0,0.0,100,g,
（なす類）　べいなす　果実　素揚げ,177.0,0.8,1.22,3.14,1.27,3.2,1.8,2.0,0.0,2.5,31.0,0.05,0.04,0.6,0.05,0.0,12.0,0.3,0.0,2.0,0.0,220.0,10.0,14.0,26.0,0.4,0.2,0.09,0.13,0.0,0.0,0.0,0.0,100,g,
（なす類）　漬物　塩漬,22.0,0.9,0.03,0.0,0.0,0.0,2.7,4.0,0.0,0.3,10.0,0.03,0.04,0.4,0.07,0.0,32.0,0.41,0.0,7.0,2.2,260.0,18.0,18.0,33.0,0.6,0.2,0.09,0.18,0.0,0.0,0.0,0.0,100,g,
（なばな類）　和種なばな　花らい・茎　生,34.0,3.6,0.02,0.01,0.06,0.0,4.2,180.0,0.0,2.9,250.0,0.16,0.28,1.3,0.26,0.0,340.0,0.73,12.0,130.0,0.0,390.0,160.0,29.0,86.0,2.9,0.7,0.09,0.32,1.0,1.0,1.0,6.0,100,g,
（なばな類）　和種なばな　花らい・茎　ゆで,28.0,3.8,0.01,0.0,0.03,0.0,4.3,200.0,0.0,2.8,250.0,0.07,0.14,0.5,0.11,0.0,190.0,0.3,0.0,44.0,0.0,170.0,140.0,19.0,86.0,1.7,0.4,0.07,0.25,0.0,0.0,0.0,0.0,100,g,
（なばな類）　洋種なばな　茎葉　生,36.0,3.3,0.04,0.02,0.11,0.0,3.7,220.0,0.0,1.7,260.0,0.11,0.24,1.3,0.22,0.0,240.0,0.8,0.0,110.0,0.0,410.0,97.0,28.0,78.0,0.9,0.6,0.09,0.67,0.0,0.0,0.0,0.0,100,g,
（なばな類）　洋種なばな　茎葉　ゆで,30.0,2.9,0.04,0.02,0.11,0.0,4.1,230.0,0.0,1.6,270.0,0.06,0.13,0.6,0.11,0.0,240.0,0.47,0.0,55.0,0.0,210.0,95.0,19.0,71.0,0.7,0.4,0.07,0.61,0.0,0.0,0.0,0.0,100,g,
にがうり　果実　生,15.0,0.7,0.01,0.04,0.0,0.3,2.6,17.0,0.0,0.8,41.0,0.05,0.07,0.3,0.06,0.0,72.0,0.37,0.5,76.0,0.0,260.0,14.0,14.0,31.0,0.4,0.2,0.05,0.1,1.0,0.0,1.0,7.0,100,g,
にがうり　果実　油いため,47.0,0.8,0.23,0.64,0.24,0.4,2.8,19.0,0.0,0.9,45.0,0.05,0.08,0.3,0.07,0.0,79.0,0.41,0.5,75.0,0.0,260.0,14.0,15.0,33.0,0.5,0.2,0.05,0.11,1.0,0.0,1.0,8.0,100,g,
（にら類）　にら　葉　生,18.0,1.3,0.04,0.04,0.04,1.7,2.7,290.0,0.0,2.5,180.0,0.06,0.13,0.6,0.16,0.0,100.0,0.5,2.1,19.0,0.0,510.0,48.0,18.0,31.0,0.7,0.3,0.07,0.39,1.0,1.0,1.0,15.0,100,g,
（にら類）　にら　葉　ゆで,27.0,1.9,0.06,0.07,0.07,2.3,4.3,370.0,0.0,3.1,330.0,0.04,0.12,0.3,0.13,0.0,77.0,0.39,0.0,11.0,0.0,400.0,51.0,20.0,26.0,0.7,0.3,0.09,0.49,0.0,0.0,0.0,0.0,100,g,
（にら類）　にら　葉　油いため,69.0,1.4,0.42,1.05,0.46,2.0,3.5,380.0,0.0,4.1,220.0,0.06,0.16,0.8,0.2,0.0,140.0,0.59,0.0,21.0,0.0,600.0,48.0,22.0,38.0,0.8,0.4,0.08,0.46,0.0,0.0,0.0,0.0,100,g,
（にら類）　花にら　花茎・花らい　生,27.0,1.4,0.02,0.03,0.03,0.0,2.8,91.0,0.0,1.0,100.0,0.07,0.08,0.6,0.17,0.0,120.0,0.42,0.0,23.0,0.0,250.0,22.0,15.0,41.0,0.5,0.3,0.08,0.2,0.0,0.0,0.0,0.0,100,g,
（にら類）　黄にら　葉　生,18.0,1.5,0.01,0.01,0.01,0.0,2.0,5.0,0.0,0.3,29.0,0.05,0.08,0.7,0.12,0.0,76.0,0.38,0.0,15.0,0.0,180.0,15.0,11.0,35.0,0.7,0.2,0.07,0.18,0.0,0.0,0.0,0.0,100,g,
