food_name,energy,protein,saturated_fatty_acids,n6_fatty_acids,n3_fatty_acids,carbohydrate,fiber,vitamin_a,vitamin_d,vitamin_e,vitamin_k,vitamin_b1,vitamin_b2,niacin,vitamin_b6,vitamin_b12,folate,pantothenic_acid,biotin,vitamin_c,salt_equivalent,potassium,calcium,magnesium,phosphorus,iron,zinc,copper,manganese,iodine,selenium,chromium,molybdenum,quantity,unit,price
＜畜肉類＞　ぶた　［ソーセージ類］　ウインナーソーセージ　ゆで,328.0,10.9,11.58,3.47,0.25,1.8,0.0,2.0,0.3,0.4,8.0,0.36,0.12,3.3,0.14,0.6,1.0,0.48,4.2,30.0,1.8,170.0,5.0,12.0,200.0,0.6,1.4,0.05,0.03,3.0,16.0,2.0,2.0,100,g,
＜畜肉類＞　ぶた　［ソーセージ類］　ウインナーソーセージ　焼き,345.0,11.8,11.69,3.59,0.26,0.0,0.0,2.0,0.4,0.5,9.0,0.38,0.13,4.0,0.15,0.6,1.0,0.71,4.6,32.0,2.0,200.0,6.0,13.0,220.0,0.6,1.5,0.06,0.03,3.0,18.0,2.0,2.0,100,g,
＜畜肉類＞　ぶた　［ソーセージ類］　ウインナーソーセージ　フライ,376.0,11.2,11.1,4.32,0.67,0.0,0.0,2.0,0.3,1.1,10.0,0.35,0.13,3.3,0.12,0.6,3.0,0.49,4.5,30.0,1.9,180.0,9.0,13.0,210.0,0.6,1.4,0.05,0.05,2.0,17.0,2.0,3.0,100,g,
＜畜肉類＞　ぶた　［ソーセージ類］　セミドライソーセージ,335.0,14.6,11.17,3.06,0.43,3.9,0.0,8.0,0.7,0.8,12.0,0.26,0.23,11.0,0.2,1.3,4.0,0.61,4.3,14.0,2.9,240.0,34.0,17.0,210.0,2.2,2.7,0.12,0.08,1.0,17.0,2.0,2.0,100,g,
＜畜肉類＞　ぶた　［ソーセージ類］　ドライソーセージ,467.0,23.1,15.61,3.83,0.57,3.5,0.0,3.0,0.5,1.1,11.0,0.64,0.39,6.7,0.24,1.6,4.0,0.85,6.2,3.0,4.4,430.0,27.0,22.0,250.0,2.6,3.9,0.12,0.1,2.0,25.0,2.0,3.0,100,g,
＜畜肉類＞　ぶた　［ソーセージ類］　フランクフルトソーセージ,295.0,11.0,8.78,2.82,0.24,4.9,0.0,5.0,0.4,0.4,6.0,0.21,0.13,2.1,0.15,0.4,2.0,0.61,4.3,10.0,1.9,200.0,12.0,13.0,170.0,0.9,1.8,0.08,0.05,36.0,15.0,4.0,4.0,100,g,
＜畜肉類＞　ぶた　［ソーセージ類］　ボロニアソーセージ,242.0,11.0,7.7,2.16,0.22,3.2,0.0,5.0,0.3,0.4,5.0,0.2,0.13,2.4,0.15,0.4,4.0,0.88,3.8,10.0,2.1,180.0,9.0,13.0,210.0,1.0,1.5,0.1,0.05,3.0,13.0,2.0,3.0,100,g,
＜畜肉類＞　ぶた　［ソーセージ類］　リオナソーセージ,188.0,13.4,4.55,1.64,0.19,1.6,0.0,4.0,0.4,0.4,4.0,0.33,0.14,3.1,0.2,0.4,5.0,0.68,3.1,43.0,2.3,200.0,13.0,16.0,240.0,1.0,1.7,0.11,0.06,9.0,13.0,1.0,2.0,100,g,
＜畜肉類＞　ぶた　［ソーセージ類］　レバーソーセージ,324.0,12.8,9.43,3.08,0.23,2.0,0.0,2800.0,0.5,0.4,4.0,0.23,1.42,6.5,0.16,4.7,15.0,1.36,34.0,5.0,1.7,150.0,16.0,14.0,200.0,3.2,2.2,0.14,0.16,6.0,36.0,13.0,60.0,100,g,
＜畜肉類＞　ぶた　［ソーセージ類］　混合ソーセージ,231.0,10.2,6.75,1.55,0.34,10.6,0.0,3.0,1.2,0.3,6.0,0.12,0.1,1.8,0.08,1.0,9.0,0.42,2.5,35.0,2.2,110.0,17.0,13.0,190.0,1.3,1.4,0.1,0.12,2.0,17.0,2.0,4.0,100,g,
＜畜肉類＞　ぶた　［ソーセージ類］　生ソーセージ,269.0,12.2,8.91,2.61,0.23,0.6,0.0,12.0,0.7,0.4,4.0,0.51,0.14,3.3,0.25,0.4,1.0,0.74,3.8,2.0,1.7,200.0,8.0,14.0,140.0,0.9,1.7,0.08,0.06,1.0,18.0,5.0,1.0,100,g,
＜畜肉類＞　ぶた　［ソーセージ類］　ランチョンミート,279.0,11.6,8.42,2.82,0.21,4.9,0.0,11.0,0.3,0.5,13.0,0.06,0.11,4.1,0.11,0.4,4.0,0.56,4.1,18.0,2.3,200.0,16.0,15.0,200.0,0.7,1.3,0.05,0.02,2.0,19.0,1.0,2.0,100,g,
＜畜肉類＞　ぶた　［その他］　焼き豚,166.0,16.3,2.51,0.94,0.08,4.9,0.0,0.0,0.6,0.3,6.0,0.85,0.2,14.0,0.2,1.2,3.0,0.64,3.3,20.0,2.4,290.0,9.0,20.0,260.0,0.7,1.3,0.06,0.04,6.0,17.0,2.0,5.0,100,g,
＜畜肉類＞　ぶた　［その他］　レバーペースト,370.0,11.0,12.93,3.97,0.43,2.9,0.0,4300.0,0.3,0.4,6.0,0.18,1.45,6.8,0.23,7.8,140.0,2.35,29.0,3.0,2.2,160.0,27.0,15.0,260.0,7.7,2.9,0.33,0.26,3.0,28.0,3.0,48.0,100,g,
＜畜肉類＞　ぶた　［その他］　スモークレバー,182.0,24.9,1.86,1.39,0.26,2.9,0.0,17000.0,0.9,0.6,1.0,0.29,5.17,18.0,0.66,24.0,310.0,7.28,130.0,10.0,1.8,280.0,8.0,24.0,380.0,20.0,8.7,0.92,0.3,4.0,81.0,1.0,190.0,100,g,
＜畜肉類＞　めんよう　［マトン］　ロース　脂身つき　生,192.0,17.7,6.8,0.34,0.16,0.2,0.0,12.0,0.7,0.7,19.0,0.16,0.21,5.9,0.32,1.3,1.0,0.51,1.4,1.0,0.2,330.0,3.0,17.0,180.0,2.7,2.5,0.08,0.01,1.0,8.0,1.0,1.0,100,g,
＜畜肉類＞　めんよう　［マトン］　ロース　脂身つき　焼き,305.0,23.7,11.79,0.72,0.29,0.2,0.0,14.0,0.7,1.0,22.0,0.16,0.26,6.2,0.37,1.5,0.0,0.66,1.9,0.0,0.2,370.0,4.0,20.0,220.0,3.6,3.9,0.11,0.0,1.0,7.0,1.0,1.0,100,g,
＜畜肉類＞　めんよう　［マトン］　ロース　皮下脂肪なし　生,139.0,17.6,3.11,0.19,0.13,0.1,0.0,8.0,0.2,0.5,14.0,0.14,0.24,7.2,0.33,1.5,2.0,0.75,1.5,1.0,0.2,350.0,3.0,23.0,190.0,2.8,3.1,0.1,0.01,1.0,10.0,0.0,1.0,100,g,
＜畜肉類＞　めんよう　［マトン］　もも　脂身つき　生,205.0,17.2,6.88,0.38,0.19,0.1,0.0,7.0,0.4,1.3,18.0,0.14,0.33,4.6,0.3,1.6,1.0,1.12,0.0,1.0,0.1,230.0,4.0,21.0,140.0,2.5,3.4,0.13,0.01,0.0,0.0,0.0,0.0,100,g,
＜畜肉類＞　めんよう　［ラム］　かた　脂身つき　生,214.0,14.9,7.62,0.41,0.19,0.1,0.0,8.0,0.9,0.5,23.0,0.13,0.26,4.2,0.12,2.0,2.0,0.94,0.0,1.0,0.2,310.0,4.0,23.0,120.0,2.2,5.0,0.13,0.0,0.0,0.0,0.0,0.0,100,g,
＜畜肉類＞　めんよう　［ラム］　ロース　脂身つき　生,287.0,13.6,11.73,0.55,0.32,0.2,0.0,30.0,0.0,0.6,22.0,0.12,0.16,4.2,0.23,1.4,1.0,0.64,2.0,1.0,0.2,250.0,10.0,17.0,140.0,1.2,2.6,0.08,0.01,1.0,8.0,1.0,0.0,100,g,
＜畜肉類＞　めんよう　［ラム］　ロース　脂身つき　焼き,358.0,19.0,14.26,0.73,0.45,0.2,0.0,37.0,0.0,0.6,29.0,0.13,0.21,5.4,0.27,2.1,1.0,0.69,2.7,1.0,0.2,290.0,11.0,21.0,160.0,1.7,3.3,0.11,0.0,1.0,5.0,1.0,1.0,100,g,
＜畜肉類＞　めんよう　［ラム］　ロース　皮下脂肪なし　生,128.0,18.0,2.06,0.19,0.1,0.0,0.0,7.0,0.0,0.1,11.0,0.15,0.25,8.1,0.36,1.6,1.0,0.77,1.8,1.0,0.2,330.0,7.0,23.0,190.0,1.9,2.7,0.12,0.01,1.0,11.0,0.0,0.0,100,g,
＜畜肉類＞　めんよう　［ラム］　もも　脂身つき　生,164.0,17.6,4.91,0.34,0.18,0.3,0.0,9.0,0.1,0.4,15.0,0.18,0.27,6.9,0.29,1.8,1.0,0.8,2.0,1.0,0.2,340.0,3.0,22.0,200.0,2.0,3.1,0.1,0.01,1.0,9.0,0.0,1.0,100,g,
＜畜肉類＞　めんよう　［ラム］　もも　脂身つき　焼き,267.0,25.0,9.19,0.59,0.36,0.3,0.0,14.0,0.0,0.5,23.0,0.19,0.32,7.4,0.29,2.1,4.0,0.84,2.5,0.0,0.2,370.0,4.0,24.0,220.0,2.5,4.5,0.15,0.0,1.0,13.0,1.0,1.0,100,g,
＜畜肉類＞　めんよう　混合プレスハム,100.0,0.0,1.32,0.45,0.13,3.0,0.0,0.0,0.4,0.4,6.0,0.1,0.18,1.8,0.09,2.1,5.0,0.29,0.0,31.0,2.2,140.0,11.0,12.0,210.0,1.1,1.7,0.06,0.04,0.0,0.0,0.0,0.0,100,g,
＜畜肉類＞　やぎ　肉　赤肉　生,99.0,18.9,0.38,0.14,0.05,0.2,0.0,3.0,0.0,1.0,2.0,0.07,0.28,6.7,0.26,2.8,2.0,0.45,0.0,1.0,0.1,310.0,7.0,25.0,170.0,3.8,4.7,0.11,0.02,0.0,0.0,0.0,0.0,100,g,
＜鳥肉類＞　うずら　肉　皮つき　生,194.0,17.8,2.93,4.36,0.24,0.1,0.0,45.0,0.1,0.8,53.0,0.12,0.5,5.8,0.53,0.7,11.0,1.85,0.0,0.0,0.1,280.0,15.0,27.0,100.0,2.9,0.8,0.11,0.02,0.0,0.0,0.0,0.0,100,g,
＜鳥肉類＞　がちょう　フォアグラ　ゆで,470.0,7.0,18.31,0.61,0.0,1.5,0.0,1000.0,0.9,0.3,6.0,0.27,0.81,2.4,0.3,7.6,220.0,4.38,0.0,7.0,0.1,130.0,3.0,10.0,150.0,2.7,1.0,1.85,0.05,0.0,0.0,0.0,0.0,100,g,
＜鳥肉類＞　かも　まがも　肉　皮なし　生,118.0,19.8,0.7,0.52,0.03,0.1,0.0,15.0,3.1,0.0,14.0,0.4,0.69,9.3,0.61,3.5,3.0,2.17,0.0,1.0,0.2,400.0,5.0,27.0,260.0,4.3,1.4,0.36,0.03,0.0,0.0,0.0,0.0,100,g,
＜鳥肉類＞　かも　あいがも　肉　皮つき　生,304.0,12.4,8.02,5.35,0.32,0.1,0.0,46.0,1.0,0.2,21.0,0.24,0.35,3.8,0.32,1.1,2.0,1.67,0.0,1.0,0.2,220.0,5.0,16.0,130.0,1.9,1.4,0.26,0.02,0.0,0.0,0.0,0.0,100,g,
＜鳥肉類＞　かも　あひる　肉　皮つき　生,237.0,13.3,4.94,4.37,0.3,0.1,0.0,62.0,0.8,0.5,41.0,0.3,0.26,5.3,0.34,2.1,10.0,1.2,4.0,2.0,0.2,250.0,5.0,17.0,160.0,1.6,1.6,0.2,0.01,7.0,16.0,0.0,2.0,100,g,
＜鳥肉類＞　かも　あひる　肉　皮なし　生,94.0,17.2,0.46,0.42,0.03,0.2,0.0,9.0,0.4,0.4,22.0,0.46,0.41,7.9,0.54,3.0,14.0,1.83,5.6,3.0,0.2,360.0,5.0,26.0,230.0,2.4,2.3,0.31,0.02,11.0,21.0,0.0,2.0,100,g,
＜鳥肉類＞　かも　あひる　皮　生,448.0,7.6,11.55,10.2,0.71,0.0,0.0,140.0,1.4,0.8,70.0,0.07,0.05,1.4,0.05,0.8,5.0,0.27,1.5,2.0,0.1,84.0,5.0,5.0,59.0,0.4,0.7,0.03,0.0,2.0,10.0,1.0,1.0,100,g,
＜鳥肉類＞　きじ　肉　皮なし　生,101.0,19.7,0.28,0.19,0.03,0.1,0.0,7.0,0.5,0.3,19.0,0.08,0.24,8.4,0.65,1.7,12.0,1.07,0.0,1.0,0.1,220.0,8.0,27.0,190.0,1.0,1.0,0.1,0.03,0.0,0.0,0.0,0.0,100,g,
＜鳥肉類＞　しちめんちょう　肉　皮なし　生,99.0,19.8,0.15,0.11,0.04,0.1,0.0,0.0,0.1,0.0,18.0,0.07,0.24,7.0,0.72,0.6,10.0,1.51,0.0,2.0,0.1,190.0,8.0,29.0,140.0,1.1,0.8,0.05,0.02,0.0,0.0,0.0,0.0,100,g,
＜鳥肉類＞　すずめ　肉　骨・皮つき　生,114.0,0.0,1.84,0.81,0.2,0.1,0.0,15.0,0.2,0.2,4.0,0.28,0.8,2.8,0.59,5.0,16.0,4.56,0.0,0.0,0.2,160.0,1100.0,42.0,660.0,8.0,2.7,0.41,0.12,0.0,0.0,0.0,0.0,100,g,
＜鳥肉類＞　にわとり　［親・主品目］　手羽　皮つき　生,182.0,20.8,2.06,2.25,0.09,0.0,0.0,60.0,0.1,0.1,70.0,0.04,0.11,3.3,0.2,0.7,10.0,1.33,0.0,1.0,0.1,120.0,16.0,14.0,100.0,1.2,1.7,0.05,0.01,0.0,0.0,0.0,0.0,100,g,
＜鳥肉類＞　にわとり　［親・主品目］　むね　皮つき　生,229.0,15.5,5.19,2.26,0.11,0.0,0.0,72.0,0.1,0.2,50.0,0.05,0.08,7.9,0.35,0.3,5.0,0.97,0.0,1.0,0.1,190.0,4.0,20.0,120.0,0.3,0.7,0.05,0.01,0.0,0.0,0.0,0.0,100,g,
＜鳥肉類＞　にわとり　［親・主品目］　むね　皮なし　生,113.0,19.7,0.4,0.4,0.02,0.0,0.0,50.0,0.0,0.1,20.0,0.06,0.1,8.4,0.47,0.2,5.0,1.13,0.0,1.0,0.1,210.0,5.0,26.0,150.0,0.4,0.7,0.05,0.01,0.0,0.0,0.0,0.0,100,g,
＜鳥肉類＞　にわとり　［親・主品目］　もも　皮つき　生,234.0,17.4,5.67,2.66,0.12,0.0,0.0,47.0,0.1,0.1,62.0,0.07,0.23,3.8,0.17,0.5,6.0,1.57,0.0,1.0,0.1,160.0,8.0,16.0,110.0,0.9,1.7,0.07,0.01,0.0,0.0,0.0,0.0,100,g,
＜鳥肉類＞　にわとり　［親・主品目］　もも　皮なし　生,128.0,18.5,0.99,1.09,0.04,0.0,0.0,17.0,0.0,0.1,38.0,0.1,0.31,4.1,0.22,0.6,7.0,2.15,0.0,1.0,0.1,220.0,9.0,21.0,150.0,2.1,2.3,0.09,0.01,0.0,0.0,0.0,0.0,100,g,
＜鳥肉類＞　にわとり　［親・副品目］　ささみ　生,107.0,20.3,0.23,0.21,0.01,0.0,0.0,9.0,0.0,0.1,18.0,0.09,0.12,11.0,0.66,0.1,7.0,1.68,0.0,0.0,0.1,280.0,8.0,21.0,200.0,0.6,2.4,0.09,0.0,0.0,0.0,0.0,0.0,100,g,
＜鳥肉類＞　にわとり　［若どり・主品目］　手羽　皮つき　生,189.0,16.5,3.98,1.84,0.16,0.0,0.0,47.0,0.4,0.6,42.0,0.07,0.1,6.2,0.38,0.4,10.0,0.87,3.1,2.0,0.2,220.0,14.0,17.0,150.0,0.5,1.2,0.02,0.0,2.0,14.0,1.0,4.0,100,g,
＜鳥肉類＞　にわとり　［若どり・主品目］　手羽さき　皮つき　生,207.0,16.3,4.4,2.14,0.18,0.0,0.0,51.0,0.6,0.6,45.0,0.07,0.09,5.4,0.3,0.5,8.0,0.84,3.0,2.0,0.2,210.0,20.0,16.0,140.0,0.6,1.5,0.02,0.0,1.0,14.0,2.0,4.0,100,g,
＜鳥肉類＞　にわとり　［若どり・主品目］　手羽もと　皮つき　生,175.0,16.7,3.64,1.59,0.14,0.0,0.0,44.0,0.3,0.5,39.0,0.08,0.1,6.9,0.45,0.3,12.0,0.89,3.1,2.0,0.2,230.0,10.0,19.0,150.0,0.5,1.0,0.02,0.0,2.0,14.0,1.0,4.0,100,g,
＜鳥肉類＞　にわとり　［若どり・主品目］　むね　皮つき　生,133.0,17.3,1.53,0.92,0.11,0.1,0.0,18.0,0.1,0.3,23.0,0.09,0.1,11.0,0.57,0.2,12.0,1.74,2.9,3.0,0.1,340.0,4.0,27.0,200.0,0.3,0.6,0.03,0.01,0.0,17.0,1.0,2.0,100,g,
＜鳥肉類＞　にわとり　［若どり・主品目］　むね　皮つき　焼き,215.0,29.2,2.33,1.5,0.18,0.1,0.0,27.0,0.1,0.5,44.0,0.12,0.17,17.0,0.6,0.4,17.0,2.51,5.4,3.0,0.2,510.0,6.0,40.0,300.0,0.4,1.0,0.05,0.01,0.0,28.0,1.0,3.0,100,g,
＜鳥肉類＞　にわとり　［若どり・主品目］　むね　皮なし　生,105.0,19.2,0.45,0.32,0.05,0.1,0.0,9.0,0.1,0.3,16.0,0.1,0.11,12.0,0.64,0.2,13.0,1.92,3.2,3.0,0.1,370.0,4.0,29.0,220.0,0.3,0.7,0.02,0.02,0.0,17.0,0.0,2.0,100,g,
＜鳥肉類＞　にわとり　［若どり・主品目］　むね　皮なし　焼き,177.0,33.2,0.78,0.56,0.08,0.1,0.0,14.0,0.1,0.5,29.0,0.14,0.18,18.0,0.66,0.3,18.0,2.58,5.3,4.0,0.2,570.0,7.0,47.0,340.0,0.5,1.1,0.04,0.01,0.0,29.0,1.0,4.0,100,g,
＜鳥肉類＞　にわとり　［若どり・主品目］　もも　皮つき　生,190.0,17.0,4.37,1.76,0.09,0.0,0.0,40.0,0.4,0.7,29.0,0.1,0.15,4.8,0.25,0.3,13.0,0.81,3.5,3.0,0.2,290.0,5.0,21.0,170.0,0.6,1.6,0.04,0.01,0.0,17.0,0.0,2.0,100,g,
＜鳥肉類＞　にわとり　［若どり・主品目］　もも　皮つき　ゆで,216.0,22.1,4.43,1.81,0.09,0.0,0.0,47.0,0.2,0.2,47.0,0.07,0.21,4.6,0.22,0.3,7.0,1.06,0.2,2.0,0.1,210.0,9.0,23.0,160.0,1.0,2.0,0.07,0.02,0.0,3.0,0.0,0.0,100,g,
＜鳥肉類＞　にわとり　［若どり・主品目］　もも　皮つき　焼き,220.0,26.4,4.02,1.65,0.08,0.0,0.0,25.0,0.4,0.2,34.0,0.14,0.24,6.8,0.28,0.5,8.0,1.2,5.6,2.0,0.2,390.0,6.0,29.0,230.0,0.9,2.5,0.05,0.01,0.0,29.0,0.0,3.0,100,g,
＜鳥肉類＞　にわとり　［若どり・主品目］　もも　皮つき　から揚げ,307.0,20.5,3.26,2.97,0.7,14.3,0.8,28.0,0.2,2.5,45.0,0.12,0.23,6.0,0.21,0.3,23.0,1.19,4.8,2.0,2.5,430.0,11.0,32.0,240.0,1.0,2.1,0.07,0.17,0.0,25.0,1.0,6.0,100,g,
＜鳥肉類＞　にわとり　［若どり・主品目］　もも　皮なし　生,113.0,16.3,1.38,0.67,0.04,0.0,0.0,16.0,0.2,0.6,23.0,0.12,0.19,5.5,0.31,0.3,10.0,1.06,3.6,3.0,0.2,320.0,5.0,24.0,190.0,0.6,1.8,0.04,0.01,0.0,19.0,0.0,2.0,100,g,
＜鳥肉類＞　にわとり　［若どり・主品目］　もも　皮なし　ゆで,141.0,21.1,1.36,0.65,0.04,0.0,0.0,14.0,0.0,0.3,25.0,0.12,0.18,5.3,0.36,0.3,8.0,0.99,0.0,2.0,0.1,260.0,10.0,25.0,190.0,0.8,2.2,0.05,0.01,0.0,0.0,0.0,0.0,100,g,
＜鳥肉類＞　にわとり　［若どり・主品目］　もも　皮なし　焼き,145.0,21.5,1.41,0.71,0.04,0.0,0.0,13.0,0.0,0.3,29.0,0.14,0.23,6.7,0.37,0.4,10.0,1.33,0.0,3.0,0.2,380.0,7.0,29.0,220.0,0.9,2.6,0.06,0.01,0.0,0.0,0.0,0.0,100,g,
＜鳥肉類＞　にわとり　［若どり・主品目］　もも　皮なし　から揚げ,249.0,20.8,1.62,1.99,0.59,14.7,0.9,17.0,0.2,2.2,33.0,0.15,0.25,6.8,0.23,0.4,22.0,1.11,5.6,2.0,2.7,440.0,12.0,34.0,250.0,1.0,2.3,0.07,0.18,0.0,25.0,1.0,6.0,100,g,
＜鳥肉類＞　にわとり　［若どり・副品目］　ささみ　生,98.0,19.7,0.17,0.11,0.02,0.1,0.0,5.0,0.0,0.7,12.0,0.09,0.11,12.0,0.62,0.2,15.0,2.07,2.8,3.0,0.1,410.0,4.0,32.0,240.0,0.3,0.6,0.03,0.01,0.0,22.0,0.0,4.0,100,g,
＜鳥肉類＞　にわとり　［若どり・副品目］　ささみ　ゆで,121.0,25.4,0.2,0.1,0.01,0.0,0.0,4.0,0.0,0.1,8.0,0.09,0.13,11.0,0.63,0.2,11.0,1.72,0.0,2.0,0.1,360.0,5.0,34.0,240.0,0.3,0.8,0.03,0.01,0.0,0.0,0.0,0.0,100,g,
＜鳥肉類＞　にわとり　［若どり・副品目］　ささみ　焼き,132.0,26.9,0.28,0.16,0.02,0.0,0.0,4.0,0.0,0.1,11.0,0.11,0.16,18.0,0.59,0.2,13.0,2.37,0.0,2.0,0.1,520.0,5.0,41.0,310.0,0.4,0.8,0.04,0.02,0.0,0.0,0.0,0.0,100,g,
＜鳥肉類＞　にわとり　［若どり・副品目］　ささみ　ソテー,186.0,30.6,0.58,0.91,0.3,0.1,0.0,8.0,0.0,1.8,26.0,0.1,0.18,18.0,0.65,0.2,19.0,2.95,5.5,4.0,0.2,630.0,5.0,44.0,340.0,0.4,1.0,0.03,0.01,0.0,33.0,0.0,6.0,100,g,
＜鳥肉類＞　にわとり　［若どり・副品目］　ささみ　フライ,246.0,22.4,1.04,2.32,0.99,7.5,0.0,4.0,0.0,3.2,35.0,0.09,0.15,12.0,0.39,0.1,15.0,1.84,3.9,2.0,0.2,440.0,14.0,36.0,260.0,0.4,0.8,0.04,0.08,2.0,26.0,0.0,5.0,100,g,
＜鳥肉類＞　にわとり　［若どり・副品目］　ささみ　天ぷら,192.0,22.2,0.65,1.32,0.55,7.1,0.0,5.0,0.0,2.3,25.0,0.09,0.16,11.0,0.51,0.1,16.0,1.79,3.8,3.0,0.2,430.0,24.0,34.0,250.0,0.4,0.8,0.03,0.06,1.0,22.0,1.0,4.0,100,g,
＜鳥肉類＞　にわとり　［二次品目］　ひき肉　生,171.0,14.6,3.28,1.77,0.13,0.0,0.0,37.0,0.1,0.9,26.0,0.09,0.17,5.9,0.52,0.3,10.0,1.4,3.3,1.0,0.1,250.0,8.0,24.0,110.0,0.8,1.1,0.04,0.01,2.0,17.0,1.0,2.0,100,g,
＜鳥肉類＞　にわとり　［二次品目］　ひき肉　焼き,235.0,23.1,4.17,2.13,0.16,0.0,0.0,47.0,0.2,1.3,41.0,0.14,0.26,9.3,0.61,0.4,13.0,2.0,5.5,1.0,0.2,400.0,19.0,37.0,170.0,1.4,1.8,0.05,0.02,5.0,27.0,2.0,4.0,100,g,
＜鳥肉類＞　にわとり　［副品目］　心臓　生,186.0,12.2,3.86,2.07,0.19,0.0,0.0,700.0,0.4,1.0,51.0,0.22,1.1,6.0,0.21,1.7,43.0,4.41,0.0,5.0,0.2,240.0,5.0,15.0,170.0,5.1,2.3,0.32,0.0,0.0,0.0,0.0,0.0,100,g,
＜鳥肉類＞　にわとり　［副品目］　肝臓　生,100.0,16.1,0.72,0.38,0.25,0.6,0.0,14000.0,0.2,0.4,14.0,0.38,1.8,4.5,0.65,44.0,1300.0,10.0,230.0,20.0,0.2,330.0,5.0,19.0,300.0,9.0,3.3,0.32,0.33,1.0,60.0,1.0,82.0,100,g,
＜鳥肉類＞　にわとり　［副品目］　すなぎも　生,86.0,15.5,0.4,0.2,0.04,0.0,0.0,4.0,0.0,0.3,28.0,0.06,0.26,3.9,0.04,1.7,36.0,1.3,0.0,5.0,0.1,230.0,7.0,14.0,140.0,2.5,2.8,0.1,0.0,0.0,0.0,0.0,0.0,100,g,
＜鳥肉類＞　にわとり　［副品目］　皮　むね　生,466.0,6.8,14.85,6.03,0.28,0.0,0.0,120.0,0.3,0.4,110.0,0.02,0.05,6.7,0.11,0.4,3.0,0.64,0.0,1.0,0.1,140.0,3.0,8.0,63.0,0.3,0.5,0.05,0.01,0.0,0.0,0.0,0.0,100,g,
＜鳥肉類＞　にわとり　［副品目］　皮　もも　生,474.0,5.3,16.3,6.25,0.29,0.0,0.0,120.0,0.3,0.2,120.0,0.01,0.05,3.0,0.04,0.3,2.0,0.25,2.9,1.0,0.1,33.0,6.0,6.0,34.0,0.3,0.4,0.02,0.01,1.0,9.0,3.0,1.0,100,g,
＜鳥肉類＞　にわとり　［副品目］　なんこつ（胸肉）　生,54.0,0.0,0.09,0.03,0.0,0.4,0.0,1.0,0.0,0.0,5.0,0.03,0.03,3.6,0.03,0.1,5.0,0.64,0.0,3.0,1.0,170.0,47.0,15.0,78.0,0.3,0.3,0.03,0.02,0.0,0.0,0.0,0.0,100,g,
＜鳥肉類＞　にわとり　［その他］　焼き鳥缶詰,173.0,15.5,2.08,1.6,0.1,11.1,0.0,60.0,0.0,0.3,21.0,0.01,0.18,3.1,0.08,0.4,7.0,0.65,3.3,0.0,2.2,200.0,12.0,21.0,75.0,2.9,1.6,0.08,0.07,1.0,15.0,3.0,4.0,100,g,
＜鳥肉類＞　にわとり　［その他］　チキンナゲット,235.0,13.0,3.28,1.9,0.36,13.9,1.2,24.0,0.2,2.9,27.0,0.08,0.09,6.6,0.28,0.1,13.0,0.87,2.8,1.0,1.6,260.0,48.0,24.0,220.0,0.6,0.6,0.04,0.13,4.0,13.0,3.0,7.0,100,g,
＜鳥肉類＞　にわとり　［その他］　つくね,235.0,13.5,3.98,2.71,0.29,11.5,1.9,38.0,0.4,1.0,47.0,0.11,0.18,3.8,0.16,0.3,18.0,0.74,5.5,0.0,1.8,260.0,33.0,25.0,170.0,1.1,1.4,0.07,0.21,38.0,16.0,4.0,12.0,100,g,
＜鳥肉類＞　はと　肉　皮なし　生,131.0,19.0,1.23,1.04,0.05,0.3,0.0,16.0,0.2,0.3,5.0,0.32,1.89,9.9,0.53,2.0,2.0,4.48,0.0,3.0,0.2,380.0,3.0,28.0,260.0,4.4,0.6,0.17,0.04,0.0,0.0,0.0,0.0,100,g,
＜鳥肉類＞　ほろほろちょう　肉　皮なし　生,98.0,19.4,0.21,0.24,0.02,0.2,0.0,9.0,0.4,0.1,32.0,0.16,0.2,8.2,0.57,0.5,2.0,1.13,0.0,3.0,0.2,350.0,6.0,27.0,230.0,1.1,1.2,0.1,0.02,0.0,0.0,0.0,0.0,100,g,
＜その他＞　いなご　つくだ煮,243.0,0.0,0.11,0.08,0.24,0.0,0.0,75.0,0.3,2.8,7.0,0.06,1.0,1.7,0.12,0.1,54.0,0.43,0.0,0.0,4.8,260.0,28.0,32.0,180.0,4.7,3.2,0.77,1.21,0.0,0.0,0.0,0.0,100,g,
＜その他＞　かえる　肉　生,92.0,0.0,0.07,0.03,0.06,0.3,0.0,0.0,0.9,0.1,1.0,0.04,0.13,4.1,0.22,0.9,4.0,0.18,0.0,0.0,0.1,230.0,9.0,23.0,140.0,0.4,1.2,0.05,0.01,0.0,0.0,0.0,0.0,100,g,
＜その他＞　すっぽん　肉　生,175.0,0.0,2.66,1.02,2.32,0.5,0.0,94.0,3.6,1.0,5.0,0.91,0.41,3.0,0.11,1.2,16.0,0.2,0.0,1.0,0.2,150.0,18.0,10.0,88.0,0.9,1.6,0.04,0.02,0.0,0.0,0.0,0.0,100,g,
＜その他＞　はち　はちの子缶詰,239.0,0.0,2.45,0.88,0.51,30.2,0.0,42.0,0.0,1.0,4.0,0.17,1.22,3.8,0.04,0.1,28.0,0.52,0.0,0.0,1.7,110.0,11.0,24.0,110.0,3.0,1.7,0.36,0.76,0.0,0.0,0.0,0.0,100,g,
